600000.SH	浦发银行
600004.SH	白云机场
600005.SH	武钢股份
600006.SH	东风汽车
600007.SH	中国国贸
600008.SH	首创股份
600009.SH	上海机场
600010.SH	包钢股份
600011.SH	华能国际
600012.SH	皖通高速
600015.SH	华夏银行
600016.SH	民生银行
600017.SH	日照港
600018.SH	上港集团
600019.SH	宝钢股份
600020.SH	中原高速
600021.SH	上海电力
600022.SH	山东钢铁
600023.SH	浙能电力
600026.SH	中海发展
600027.SH	华电国际
600028.SH	中国石化
600029.SH	南方航空
600030.SH	中信证券
600031.SH	三一重工
600033.SH	福建高速
600035.SH	楚天高速
600036.SH	招商银行
600037.SH	歌华有线
600038.SH	中直股份
600039.SH	四川路桥
600048.SH	保利地产
600050.SH	中国联通
600051.SH	宁波联合
600052.SH	浙江广厦
600053.SH	九鼎投资
600054.SH	黄山旅游
600055.SH	华润万东
600056.SH	中国医药
600057.SH	象屿股份
600058.SH	五矿发展
600059.SH	古越龙山
600060.SH	海信电器
600061.SH	国投安信
600062.SH	华润双鹤
600063.SH	皖维高新
600064.SH	南京高科
600066.SH	宇通客车
600067.SH	冠城大通
600068.SH	葛洲坝
600069.SH	银鸽投资
600070.SH	浙江富润
600071.SH	凤凰光学
600072.SH	钢构工程
600073.SH	上海梅林
600074.SH	保千里
600075.SH	新疆天业
600076.SH	康欣新材
600077.SH	宋都股份
600078.SH	澄星股份
600079.SH	人福医药
600080.SH	金花股份
600081.SH	东风科技
600082.SH	海泰发展
600083.SH	博信股份
600084.SH	中葡股份
600085.SH	同仁堂
600086.SH	东方金钰
600088.SH	中视传媒
600089.SH	特变电工
600090.SH	啤酒花
600091.SH	ST明科
600093.SH	禾嘉股份
600094.SH	大名城
600095.SH	哈高科
600096.SH	云天化
600097.SH	开创国际
600098.SH	广州发展
600099.SH	林海股份
600100.SH	同方股份
600101.SH	明星电力
600103.SH	青山纸业
600104.SH	上汽集团
600105.SH	永鼎股份
600106.SH	重庆路桥
600107.SH	美尔雅
600108.SH	亚盛集团
600109.SH	国金证券
600110.SH	诺德股份
600111.SH	北方稀土
600112.SH	天成控股
600113.SH	浙江东日
600114.SH	东睦股份
600115.SH	东方航空
600116.SH	三峡水利
600117.SH	西宁特钢
600118.SH	中国卫星
600119.SH	长江投资
600120.SH	浙江东方
600121.SH	郑州煤电
600122.SH	宏图高科
600123.SH	兰花科创
600125.SH	铁龙物流
600126.SH	杭钢股份
600127.SH	金健米业
600128.SH	弘业股份
600129.SH	太极集团
600130.SH	波导股份
600131.SH	岷江水电
600132.SH	重庆啤酒
600133.SH	东湖高新
600135.SH	乐凯胶片
600136.SH	当代明诚
600137.SH	浪莎股份
600138.SH	中青旅
600139.SH	西部资源
600141.SH	兴发集团
600143.SH	金发科技
600145.SH	*ST新亿
600146.SH	商赢环球
600148.SH	长春一东
600149.SH	廊坊发展
600150.SH	中国船舶
600151.SH	航天机电
600152.SH	维科精华
600153.SH	建发股份
600155.SH	宝硕股份
600156.SH	华升股份
600157.SH	永泰能源
600158.SH	中体产业
600159.SH	大龙地产
600160.SH	巨化股份
600161.SH	天坛生物
600162.SH	香江控股
600163.SH	中闽能源
600165.SH	新日恒力
600166.SH	福田汽车
600167.SH	联美控股
600168.SH	武汉控股
600169.SH	太原重工
600170.SH	上海建工
600171.SH	上海贝岭
600172.SH	黄河旋风
600173.SH	卧龙地产
600175.SH	美都能源
600176.SH	中国巨石
600177.SH	雅戈尔
600178.SH	东安动力
600179.SH	*ST黑化
600180.SH	瑞茂通
600182.SH	S佳通
600183.SH	生益科技
600184.SH	光电股份
600185.SH	格力地产
600186.SH	莲花健康
600187.SH	国中水务
600188.SH	兖州煤业
600189.SH	吉林森工
600190.SH	锦州港
600191.SH	华资实业
600192.SH	长城电工
600193.SH	创兴资源
600195.SH	中牧股份
600196.SH	复星医药
600197.SH	伊力特
600198.SH	大唐电信
600199.SH	金种子酒
600200.SH	江苏吴中
600201.SH	生物股份
600202.SH	哈空调
600203.SH	福日电子
600206.SH	有研新材
600207.SH	安彩高科
600208.SH	新湖中宝
600209.SH	罗顿发展
600210.SH	紫江企业
600211.SH	西藏药业
600212.SH	*ST江泉
600213.SH	亚星客车
600215.SH	长春经开
600216.SH	浙江医药
600217.SH	秦岭水泥
600218.SH	全柴动力
600219.SH	南山铝业
600220.SH	江苏阳光
600221.SH	海南航空
600222.SH	太龙药业
600223.SH	鲁商置业
600225.SH	天津松江
600226.SH	升华拜克
600227.SH	赤天化
600228.SH	昌九生化
600229.SH	城市传媒
600230.SH	*ST沧大
600231.SH	凌钢股份
600232.SH	金鹰股份
600233.SH	大杨创世
600234.SH	*ST山水
600235.SH	民丰特纸
600236.SH	桂冠电力
600237.SH	铜峰电子
600238.SH	海南椰岛
600239.SH	云南城投
600240.SH	华业资本
600241.SH	时代万恒
600242.SH	中昌海运
600243.SH	青海华鼎
600246.SH	万通地产
600247.SH	ST成城
600248.SH	延长化建
600249.SH	两面针
600250.SH	南纺股份
600251.SH	冠农股份
600252.SH	中恒集团
600255.SH	鑫科材料
600256.SH	广汇能源
600257.SH	大湖股份
600258.SH	首旅酒店
600259.SH	广晟有色
